4046,4225,4770,AveragePrice,Date,Large Bags,Small Bags,Total Bags,Total Volume,Unnamed: 0,XLarge Bags,region,type,year
1287965.79,2714363.53,178042.28,0.91,10/11/2015,402360.11,947888.97,1354079.39,5534450.99,11.0,3830.31,West,Conventional,2015
1369449.86,2378441.26,179192.02,1.0,10/4/2015,336994.14,630337.33,968402.49,4895485.63,12.0,1071.02,West,Conventional,2015
1601971.34,2116029.65,98925.79,0.97,9/27/2015,306758.91,669128.89,975941.51,4792868.29,13.0,53.71,West,Conventional,2015
1552161.89,2825876.79,124207.93,0.92,9/20/2015,342166.04,751408.06,1093844.42,5596091.03,14.0,270.32,West,Conventional,2015
2194373.38,2317428.16,136996.39,0.92,9/13/2015,428556.23,733843.93,1162462.36,5811260.29,15.0,62.2,West,Conventional,2015
2682938.17,2086229.79,124722.73,0.93,9/6/2015,310568.88,696240.23,1006861.26,5900751.95,16.0,52.15,West,Conventional,2015
2163511.05,1986059.01,124657.84,1.03,8/30/2015,239195.91,624782.63,864029.01,5138256.91,17.0,50.47,West,Conventional,2015
2160130.08,2054710.68,107786.51,1.04,8/23/2015,165723.93,709163.29,874951.19,5197578.46,18.0,63.97,West,Conventional,2015
2640927.73,2027603.38,123334.73,0.98,8/16/2015,240262.17,685992.88,926273.57,5718139.41,19.0,18.52,West,Conventional,2015
2368531.2,2068854.19,135407.7,1.01,8/9/2015,291065.47,667604.38,958695.11,5531488.2,20.0,25.26,West,Conventional,2015
2470116.49,1962853.58,120434.79,1.02,8/2/2015,254166.11,643461.37,897635.9,5451040.76,21.0,8.42,West,Conventional,2015
2293111.63,1776143.49,146112.77,1.07,7/26/2015,266207.82,645013.13,911220.95,5126588.84,22.0,0.0,West,Conventional,2015
2337242.49,2065939.21,113523.76,1.04,7/19/2015,343389.61,665157.51,1008593.49,5525298.95,23.0,46.37,West,Conventional,2015
2688406.31,1950436.22,133097.0,1.01,7/12/2015,286270.91,731843.74,1019569.43,5791508.96,24.0,1454.78,West,Conventional,2015
3328637.8,2304907.45,155862.52,0.98,7/5/2015,192422.82,767183.44,959673.43,6749081.2,25.0,67.17,West,Conventional,2015
2686203.38,1907834.16,123261.81,1.03,6/28/2015,180618.1,719727.54,900452.87,5617752.22,26.0,107.23,West,Conventional,2015
3062753.54,2299962.02,138621.26,0.93,6/21/2015,167640.78,807805.78,977615.26,6478952.08,27.0,2168.7,West,Conventional,2015
3239258.39,2416002.43,112965.22,0.92,6/14/2015,214729.56,776961.13,991775.64,6760001.68,28.0,84.95,West,Conventional,2015
3451592.61,2145071.52,119829.5,0.92,6/7/2015,269005.35,683695.78,952727.66,6669221.29,29.0,26.53,West,Conventional,2015
3094129.71,1835735.0,129139.05,0.93,5/31/2015,150400.52,665541.84,815978.6,5874982.36,30.0,36.24,West,Conventional,2015
3206247.81,2036656.12,120398.95,0.93,5/24/2015,96785.62,678849.33,775856.93,6139159.81,31.0,221.98,West,Conventional,2015
2786200.82,1654563.98,108561.0,0.98,5/17/2015,180702.04,608751.49,789666.35,5338992.15,32.0,212.82,West,Conventional,2015
3050014.63,2260890.88,115290.95,0.94,5/10/2015,218968.93,678316.72,897528.34,6323724.8,33.0,242.69,West,Conventional,2015
3115937.71,2917083.83,104932.26,0.89,5/3/2015,186891.82,611906.54,799141.73,6937095.53,34.0,343.37,West,Conventional,2015
3163353.08,2021745.62,79259.0,0.9,4/26/2015,133326.4,614556.77,748954.66,6013312.36,35.0,1071.49,West,Conventional,2015
3118686.39,2557271.66,87250.83,0.88,4/19/2015,240723.48,608287.23,849213.4,6612422.28,36.0,202.69,West,Conventional,2015
2561865.42,2267855.21,103110.58,0.98,4/12/2015,206981.28,469624.9,676640.15,5609471.36,37.0,33.97,West,Conventional,2015
3132031.4,2022524.08,93055.21,0.95,4/5/2015,135414.81,544939.22,682107.98,5929718.67,38.0,1753.95,West,Conventional,2015
2978534.92,2012384.12,89701.26,0.93,3/29/2015,130691.45,508576.86,639277.96,5719898.26,39.0,9.65,West,Conventional,2015
2511453.54,2163704.41,101626.05,0.99,3/22/2015,76495.68,515038.9,591547.44,5368331.44,40.0,12.86,West,Conventional,2015
3034104.48,1829868.35,85831.16,0.94,3/15/2015,87496.38,535269.21,622778.46,5572582.45,41.0,12.87,West,Conventional,2015
2541409.9,2120111.56,98092.96,0.99,3/8/2015,98774.76,524272.88,623079.09,5382693.51,42.0,31.45,West,Conventional,2015
2221447.89,2822864.41,110088.02,0.95,3/1/2015,95603.25,590705.71,686342.51,5840742.83,43.0,33.55,West,Conventional,2015
2444851.21,2650986.14,79181.93,0.95,2/22/2015,176871.66,587462.99,764383.7,5939402.98,44.0,49.05,West,Conventional,2015
2483265.25,1840716.14,91125.41,0.98,2/15/2015,68521.88,542973.12,611581.91,5026688.71,45.0,86.91,West,Conventional,2015
2749122.29,2418817.0,76305.42,0.89,2/8/2015,126120.73,579412.5,705601.43,5949846.14,46.0,68.2,West,Conventional,2015
3531350.44,3872672.0,80893.53,0.84,2/1/2015,172154.91,705333.64,877588.11,8362504.08,47.0,99.56,West,Conventional,2015
2695157.56,2031937.97,71550.57,0.94,1/25/2015,140735.66,521877.7,662667.8,5461313.9,48.0,54.44,West,Conventional,2015
2431736.63,2258069.63,76348.13,0.96,1/18/2015,181809.88,527358.78,709208.62,5475363.01,49.0,39.96,West,Conventional,2015
2203111.92,2292761.26,127412.09,0.95,1/11/2015,111073.82,598705.08,709812.44,5333097.71,50.0,33.54,West,Conventional,2015
2275446.87,2582300.65,97024.09,0.89,1/4/2015,150819.57,688813.01,839638.97,5794410.58,51.0,6.39,West,Conventional,2015
451904.51,141599.36,15486.97,0.71,12/27/2015,33065.33,123158.22,167413.55,776404.39,0.0,11190.0,WestTexNewMexico,Conventional,2015
389110.55,108176.29,12953.59,0.83,12/20/2015,23535.8,90392.86,139645.33,649885.76,1.0,25716.67,WestTexNewMexico,Conventional,2015
437780.91,100110.13,13576.25,0.78,12/13/2015,10947.84,83053.1,94574.27,646041.56,2.0,573.33,WestTexNewMexico,Conventional,2015
398871.12,133434.18,21088.12,0.74,12/6/2015,1604.79,68233.56,69838.35,623231.77,3.0,0.0,WestTexNewMexico,Conventional,2015
335446.83,103635.94,11463.06,0.81,11/29/2015,1217.89,67264.73,68482.62,519028.45,4.0,0.0,WestTexNewMexico,Conventional,2015
403133.14,122078.09,12008.93,0.78,11/22/2015,2903.87,74953.33,77857.2,615077.36,5.0,0.0,WestTexNewMexico,Conventional,2015
483180.55,155778.7,12780.68,0.71,11/15/2015,3843.16,77112.29,80955.45,732695.38,6.0,0.0,WestTexNewMexico,Conventional,2015
445281.03,123745.68,11968.0,0.76,11/8/2015,1402.04,79009.15,80411.19,661405.9,7.0,0.0,WestTexNewMexico,Conventional,2015
350881.82,131576.51,32802.6,0.8,11/1/2015,1154.53,75700.11,76854.64,592115.57,8.0,0.0,WestTexNewMexico,Conventional,2015
363487.08,166607.85,31960.04,0.82,10/25/2015,1100.77,72717.86,73818.63,635873.6,9.0,0.0,WestTexNewMexico,Conventional,2015
409639.87,177573.02,15805.79,0.81,10/18/2015,871.42,77611.2,78482.62,681501.3,10.0,0.0,WestTexNewMexico,Conventional,2015
268061.13,258518.68,31027.33,0.89,10/11/2015,1037.34,79841.99,80879.33,638486.47,11.0,0.0,WestTexNewMexico,Conventional,2015
240183.49,317701.12,16661.98,0.85,10/4/2015,1742.42,72761.14,74503.56,649050.15,12.0,0.0,WestTexNewMexico,Conventional,2015
255897.91,376232.89,12988.42,0.79,9/27/2015,1545.42,68312.62,69858.04,714977.26,13.0,0.0,WestTexNewMexico,Conventional,2015
289135.19,352998.81,14247.44,0.78,9/20/2015,11089.0,78779.54,89868.54,746249.98,14.0,0.0,WestTexNewMexico,Conventional,2015
341728.32,330566.17,26174.67,0.75,9/13/2015,48325.74,82932.85,131258.59,829727.75,15.0,0.0,WestTexNewMexico,Conventional,2015
487551.38,183612.44,16170.57,0.8,9/6/2015,11912.87,91173.4,103086.27,790420.66,16.0,0.0,WestTexNewMexico,Conventional,2015
518203.31,136374.37,16298.54,0.82,8/30/2015,1061.5,78731.42,79792.92,750669.14,17.0,0.0,WestTexNewMexico,Conventional,2015
535570.33,100108.86,13332.23,0.8,8/23/2015,3275.09,87927.36,91202.45,740213.87,18.0,0.0,WestTexNewMexico,Conventional,2015
489076.9,154805.84,20866.49,0.77,8/16/2015,25052.64,125836.94,150889.58,815638.81,19.0,0.0,WestTexNewMexico,Conventional,2015
576883.27,154758.26,20222.28,0.74,8/9/2015,33107.98,100912.13,134020.11,885883.92,20.0,0.0,WestTexNewMexico,Conventional,2015
573107.42,94633.45,13662.27,0.79,8/2/2015,18294.91,95673.46,113968.37,795371.51,21.0,0.0,WestTexNewMexico,Conventional,2015
542663.64,96112.02,25086.72,0.81,7/26/2015,16465.16,97555.49,114020.65,777883.03,22.0,0.0,WestTexNewMexico,Conventional,2015
552839.76,101243.9,16066.56,0.76,7/19/2015,17952.5,115237.5,133190.0,803340.22,23.0,0.0,WestTexNewMexico,Conventional,2015
515150.21,100148.7,16185.82,0.77,7/12/2015,15914.34,107273.37,123187.71,754672.44,24.0,0.0,WestTexNewMexico,Conventional,2015
606650.91,123465.83,18233.51,0.78,7/5/2015,18811.12,146199.35,165010.47,913360.72,25.0,0.0,WestTexNewMexico,Conventional,2015
670425.34,108019.8,13077.85,0.71,6/28/2015,19220.27,130392.24,149612.51,941135.5,26.0,0.0,WestTexNewMexico,Conventional,2015
601318.24,158997.23,13455.47,0.74,6/21/2015,27038.81,148132.78,175171.59,948942.53,27.0,0.0,WestTexNewMexico,Conventional,2015
651120.92,202731.92,13413.05,0.7,6/14/2015,42198.63,126508.62,168707.25,1035973.14,28.0,0.0,WestTexNewMexico,Conventional,2015
750594.5,152736.51,12543.43,0.68,6/7/2015,34404.35,103719.2,138123.55,1053997.99,29.0,0.0,WestTexNewMexico,Conventional,2015
626724.73,124037.26,25328.56,0.74,5/31/2015,32530.95,78423.65,110954.6,887045.15,30.0,0.0,WestTexNewMexico,Conventional,2015
692900.55,107964.22,14654.28,0.75,5/24/2015,17112.48,82335.29,99447.77,914966.82,31.0,0.0,WestTexNewMexico,Conventional,2015
721087.66,112070.95,12170.59,0.7,5/17/2015,22520.97,74460.15,96981.12,942310.32,32.0,0.0,WestTexNewMexico,Conventional,2015
774232.7,128168.65,13889.83,0.71,5/10/2015,23680.33,79189.32,102869.65,1019160.83,33.0,0.0,WestTexNewMexico,Conventional,2015
677575.96,166456.05,15065.01,0.74,5/3/2015,27335.48,80711.69,108047.17,967144.19,34.0,0.0,WestTexNewMexico,Conventional,2015
596342.41,174560.73,14468.89,0.74,4/26/2015,33563.29,80697.34,114260.63,899632.66,35.0,0.0,WestTexNewMexico,Conventional,2015
687794.59,154971.84,16243.48,0.7,4/19/2015,25396.26,76595.17,101991.43,961001.34,36.0,0.0,WestTexNewMexico,Conventional,2015
564694.43,167105.74,11290.94,0.76,4/12/2015,25636.14,71587.33,97223.47,840314.58,37.0,0.0,WestTexNewMexico,Conventional,2015
660961.68,163481.6,15530.04,0.76,4/5/2015,7376.51,91530.77,98907.28,938880.6,38.0,0.0,WestTexNewMexico,Conventional,2015
595240.91,199938.3,18570.6,0.74,3/29/2015,5973.67,88599.82,94573.49,908323.3,39.0,0.0,WestTexNewMexico,Conventional,2015
489678.55,157679.62,14084.25,0.85,3/22/2015,1900.68,89232.98,91133.66,752576.08,40.0,0.0,WestTexNewMexico,Conventional,2015
610496.24,115089.7,13114.91,0.75,3/15/2015,2695.13,86399.27,89094.4,827795.25,41.0,0.0,WestTexNewMexico,Conventional,2015
568182.3,137012.17,12344.54,0.73,3/8/2015,2343.81,85848.21,88192.02,805731.03,42.0,0.0,WestTexNewMexico,Conventional,2015
439115.27,167245.85,28226.16,0.84,3/1/2015,2100.7,86800.97,88901.67,723488.95,43.0,0.0,WestTexNewMexico,Conventional,2015
455087.17,121269.48,16470.86,0.85,2/22/2015,2531.31,86050.77,88582.08,681409.59,44.0,0.0,WestTexNewMexico,Conventional,2015
520464.29,133695.54,12099.88,0.78,2/15/2015,3043.13,73763.41,76806.54,743066.25,45.0,0.0,WestTexNewMexico,Conventional,2015
539280.41,175207.31,13717.57,0.72,2/8/2015,2342.82,81116.25,83459.07,811664.36,46.0,0.0,WestTexNewMexico,Conventional,2015
611270.39,205181.23,14107.36,0.71,2/1/2015,3742.74,82065.7,85808.44,916367.42,47.0,0.0,WestTexNewMexico,Conventional,2015
519142.82,124248.86,10573.29,0.8,1/25/2015,1762.95,65072.69,66835.64,720800.61,48.0,0.0,WestTexNewMexico,Conventional,2015
516446.41,128438.87,12473.14,0.8,1/18/2015,873.08,71564.22,72437.3,729795.72,49.0,0.0,WestTexNewMexico,Conventional,2015
347125.63,129717.42,27944.07,0.92,1/11/2015,1606.41,78503.46,80109.87,584896.99,50.0,0.0,WestTexNewMexico,Conventional,2015
426878.87,147958.43,15267.89,0.75,1/4/2015,2811.54,165202.22,168013.76,758118.95,51.0,0.0,WestTexNewMexico,Conventional,2015
3202.39,58280.33,426.92,1.52,12/25/2016,411.83,11017.32,11432.09,73341.73,0.0,2.94,Albany,Conventional,2016
3345.36,55949.79,138.72,1.53,12/18/2016,587.73,8876.65,9504.66,68938.53,1.0,40.28,Albany,Conventional,2016
2323.39,56545.79,86.65,1.49,12/11/2016,645.27,12176.75,12822.02,71777.85,2.0,0.0,Albany,Conventional,2016
6530.78,99746.05,50.84,1.48,12/4/2016,228.17,6476.12,6704.29,113031.96,3.0,0.0,Albany,Conventional,2016
2793.99,47106.18,18.14,1.52,11/27/2016,279.6,7973.98,8253.58,58171.89,4.0,0.0,Albany,Conventional,2016
3675.63,56898.54,11.0,1.56,11/20/2016,209.0,9238.4,9504.34,70089.51,5.0,56.94,Albany,Conventional,2016
3523.63,49837.68,34.0,1.62,11/13/2016,422.03,9790.67,10212.7,63608.01,6.0,0.0,Albany,Conventional,2016
3212.04,43024.32,36.4,1.63,11/6/2016,431.35,10474.09,10905.44,57178.2,7.0,0.0,Albany,Conventional,2016
3187.14,45898.52,54.31,1.46,10/30/2016,82.01,9153.12,9235.13,58375.1,8.0,0.0,Albany,Conventional,2016
4222.93,77537.36,46.0,1.19,10/23/2016,113.8,10160.26,10274.06,92080.35,9.0,0.0,Albany,Conventional,2016
4027.42,54186.55,53.77,1.4,10/16/2016,358.77,10434.39,10793.16,69060.9,10.0,0.0,Albany,Conventional,2016
3641.46,87174.41,102.15,1.13,10/9/2016,425.41,9744.41,10169.82,101087.84,11.0,0.0,Albany,Conventional,2016
4109.22,57515.76,84.08,1.51,10/2/2016,425.68,13345.52,13771.2,75480.26,12.0,0.0,Albany,Conventional,2016
7658.55,79425.81,43.25,1.62,9/25/2016,138.74,9586.8,9725.54,96853.15,13.0,0.0,Albany,Conventional,2016
6624.37,63384.56,37.48,1.39,9/18/2016,509.08,8958.14,9467.22,79513.63,14.0,0.0,Albany,Conventional,2016
6258.88,63511.85,42.26,1.37,9/11/2016,815.99,10839.17,11660.16,81473.15,15.0,5.0,Albany,Conventional,2016
14741.13,64966.75,88.11,1.44,9/4/2016,220.08,15340.19,15660.27,95456.26,16.0,100.0,Albany,Conventional,2016
34912.97,94928.79,53.85,1.18,8/28/2016,269.97,14367.64,15427.61,145323.22,17.0,790.0,Albany,Conventional,2016
14520.36,63416.88,28.03,1.43,8/21/2016,286.52,15811.0,16917.52,94882.79,18.0,820.0,Albany,Conventional,2016
24000.62,72970.23,26.76,1.2,8/14/2016,350.1,12434.82,13530.48,110528.09,19.0,745.56,Albany,Conventional,2016
14670.87,69054.28,10.9,1.48,8/7/2016,178.19,14597.2,15947.06,99683.11,20.0,1171.67,Albany,Conventional,2016
9293.65,96915.41,25.46,1.61,7/31/2016,78.82,18803.23,19352.05,125586.57,21.0,470.0,Albany,Conventional,2016
11580.64,65195.63,13.73,1.46,7/24/2016,241.85,18639.29,21531.14,98321.14,22.0,2650.0,Albany,Conventional,2016
9273.69,64260.69,80.07,1.31,7/17/2016,688.81,13439.76,15613.57,89228.02,23.0,1485.0,Albany,Conventional,2016
20970.24,96581.82,46.49,1.11,7/10/2016,470.58,10876.0,14031.58,131630.13,24.0,2685.0,Albany,Conventional,2016
8373.77,82122.04,146.83,1.42,7/3/2016,492.33,21872.64,25264.97,115907.61,25.0,2900.0,Albany,Conventional,2016
7923.01,106656.84,37.42,1.5,6/26/2016,419.64,16479.75,18469.39,133086.66,26.0,1570.0,Albany,Conventional,2016
6766.63,85374.27,30.07,1.42,6/19/2016,389.95,18526.59,20646.54,112817.51,27.0,1730.0,Albany,Conventional,2016
7531.24,83771.34,81.25,1.38,6/12/2016,282.18,18368.49,20010.67,111394.5,28.0,1360.0,Albany,Conventional,2016
4288.46,92055.75,53.98,1.47,6/5/2016,398.33,17385.6,19458.93,115857.12,29.0,1675.0,Albany,Conventional,2016
2580.77,104876.94,103.64,1.49,5/29/2016,180.98,19519.92,20250.9,127812.25,30.0,550.0,Albany,Conventional,2016
929.07,74678.36,59.07,1.34,5/22/2016,20.65,22571.49,23197.14,98863.64,31.0,605.0,Albany,Conventional,2016
901.65,75847.91,82.97,1.36,5/15/2016,288.79,19802.87,20091.66,96924.19,32.0,0.0,Albany,Conventional,2016
1041.95,96137.78,84.8,1.27,5/8/2016,232.42,22697.54,22929.96,120194.49,33.0,0.0,Albany,Conventional,2016
884.01,163570.47,37.84,1.03,5/1/2016,321.86,8918.99,9289.46,173781.78,34.0,48.61,Albany,Conventional,2016
954.6,87571.23,43.15,1.18,4/24/2016,337.81,13463.97,13921.22,102490.2,35.0,119.44,Albany,Conventional,2016
898.63,70042.6,25.0,1.22,4/17/2016,712.25,14642.65,15467.4,86433.63,36.0,112.5,Albany,Conventional,2016
972.15,56128.98,38.0,1.46,4/10/2016,443.08,12671.09,13114.17,70253.3,37.0,0.0,Albany,Conventional,2016
676.27,70459.66,31.2,0.85,4/3/2016,468.85,10058.25,10527.1,81694.23,38.0,0.0,Albany,Conventional,2016
808.5,78146.18,36.73,1.49,3/27/2016,500.43,13037.43,13537.86,92529.27,39.0,0.0,Albany,Conventional,2016
764.97,97082.4,70.15,1.32,3/20/2016,198.35,12286.01,12484.36,110401.88,40.0,0.0,Albany,Conventional,2016
847.64,96117.13,60.99,1.18,3/13/2016,421.58,10817.56,11239.14,108264.9,41.0,0.0,Albany,Conventional,2016
972.34,74693.31,56.26,1.27,3/6/2016,435.52,14476.23,14911.75,90633.66,42.0,0.0,Albany,Conventional,2016
805.41,72159.95,63.13,1.26,2/28/2016,1054.05,13739.89,14793.94,87822.43,43.0,0.0,Albany,Conventional,2016
869.16,84484.99,24.98,1.28,2/21/2016,2157.76,12280.58,14438.34,99817.47,44.0,0.0,Albany,Conventional,2016
1640.86,77133.01,12.0,1.13,2/14/2016,1558.83,17663.46,19222.29,98008.16,45.0,0.0,Albany,Conventional,2016
2031.67,157271.87,109.88,1.07,2/7/2016,850.92,9349.67,10200.59,169614.01,46.0,0.0,Albany,Conventional,2016
1386.24,79881.67,69.46,1.16,1/31/2016,912.17,19788.78,20700.95,102038.32,47.0,0.0,Albany,Conventional,2016
545.37,70802.56,68.41,1.22,1/24/2016,746.44,23926.35,24672.79,96089.13,48.0,0.0,Albany,Conventional,2016
1202.52,100613.46,51.22,1.26,1/17/2016,124.68,17980.53,18105.21,119972.41,49.0,0.0,Albany,Conventional,2016
848.19,66696.97,109.08,1.28,1/10/2016,173.88,11293.65,11467.53,79121.77,50.0,0.0,Albany,Conventional,2016
939.71,139735.9,132.35,1.03,1/3/2016,173.76,8056.43,8230.19,149038.15,51.0,0.0,Albany,Conventional,2016
205855.78,86015.43,184.62,0.91,12/25/2016,91847.1,118884.36,210731.46,502787.29,0.0,0.0,Atlanta,Conventional,2016
191753.03,80565.05,283.15,0.94,12/18/2016,76009.75,114872.09,190881.84,463483.07,1.0,0.0,Atlanta,Conventional,2016
186343.72,56200.04,171.64,1.06,12/11/2016,66736.53,112574.78,179311.31,422026.71,2.0,0.0,Atlanta,Conventional,2016
210602.15,93414.72,207.15,1.03,12/4/2016,103784.41,67806.59,171591.0,475815.02,3.0,0.0,Atlanta,Conventional,2016
161631.62,55595.26,167.47,1.22,11/27/2016,65518.75,89194.82,154749.96,372144.31,4.0,36.39,Atlanta,Conventional,2016
189206.59,58005.57,167.63,1.14,11/20/2016,72236.28,128442.19,201556.25,448936.04,5.0,877.78,Atlanta,Conventional,2016
185966.29,63348.63,180.57,1.25,11/13/2016,66233.39,92308.66,158765.38,408260.87,6.0,223.33,Atlanta,Conventional,2016
167083.47,65207.61,168.26,1.29,11/6/2016,78956.25,82410.76,161367.01,393826.35,7.0,0.0,Atlanta,Conventional,2016
162367.8,69366.17,160.28,1.26,10/30/2016,82115.28,94305.34,176420.62,408314.87,8.0,0.0,Atlanta,Conventional,2016
171215.14,67824.33,166.14,1.23,10/23/2016,72639.97,110435.47,183075.44,422281.05,9.0,0.0,Atlanta,Conventional,2016
188793.29,82089.21,103.96,1.16,10/16/2016,100984.88,87593.44,188578.32,459564.78,10.0,0.0,Atlanta,Conventional,2016
187260.61,69425.23,156.52,1.23,10/9/2016,99113.85,95659.91,195266.82,452109.18,11.0,493.06,Atlanta,Conventional,2016
182418.33,69411.24,140.88,1.26,10/2/2016,83706.28,104367.67,188073.95,440044.4,12.0,0.0,Atlanta,Conventional,2016
174532.18,77098.81,131.95,1.26,9/25/2016,73830.32,109841.32,183993.86,435756.8,13.0,322.22,Atlanta,Conventional,2016
233800.98,70931.17,132.15,1.01,9/18/2016,82907.37,139748.72,222836.65,527700.95,14.0,180.56,Atlanta,Conventional,2016
286405.76,54347.66,206.41,0.9,9/11/2016,62713.26,194086.09,256799.35,597759.18,15.0,0.0,Atlanta,Conventional,2016
356593.2,55475.65,130.69,0.89,9/4/2016,75979.08,126235.35,202457.49,614657.03,16.0,243.06,Atlanta,Conventional,2016
294240.79,42109.47,123.63,0.95,8/28/2016,70394.15,132127.4,203168.77,539642.66,17.0,647.22,Atlanta,Conventional,2016
293240.47,48349.86,82.91,0.94,8/21/2016,47001.01,160464.82,207465.83,549139.07,18.0,0.0,Atlanta,Conventional,2016
362923.69,60912.98,86.59,0.87,8/14/2016,59729.95,182840.11,242570.06,666493.32,19.0,0.0,Atlanta,Conventional,2016
252171.77,63197.28,58.44,1.04,8/7/2016,61075.46,131851.39,192926.85,508354.34,20.0,0.0,Atlanta,Conventional,2016
232640.52,76301.71,64.96,0.98,7/31/2016,66694.47,161931.73,228626.2,537633.39,21.0,0.0,Atlanta,Conventional,2016
215522.82,92726.36,110.76,1.0,7/24/2016,66553.55,120773.07,187326.62,495686.56,22.0,0.0,Atlanta,Conventional,2016
202638.65,82942.03,164.21,1.01,7/17/2016,78958.75,108732.19,188318.72,474063.61,23.0,627.78,Atlanta,Conventional,2016
240109.35,95457.09,256.2,0.92,7/10/2016,78213.83,146617.68,225042.62,560865.26,24.0,211.11,Atlanta,Conventional,2016
310551.19,150339.87,165.28,0.77,7/3/2016,110544.79,216115.15,328341.88,789398.22,25.0,1681.94,Atlanta,Conventional,2016
272203.41,82764.12,173.96,0.85,6/26/2016,52123.23,199572.08,251715.31,606856.8,26.0,20.0,Atlanta,Conventional,2016
361697.69,96388.12,264.12,0.78,6/19/2016,84045.68,148946.46,234417.14,692767.07,27.0,1425.0,Atlanta,Conventional,2016
313216.34,61563.67,1174.78,0.78,6/12/2016,55753.42,169986.13,232431.49,608386.28,28.0,6691.94,Atlanta,Conventional,2016
341027.59,123405.98,561.72,0.75,6/5/2016,105974.65,112958.38,226206.09,691201.38,29.0,7273.06,Atlanta,Conventional,2016
267460.99,154238.9,246.79,0.78,5/29/2016,186791.99,77155.12,269397.39,691344.07,30.0,5450.28,Atlanta,Conventional,2016
206761.15,110884.32,174.9,0.79,5/22/2016,171020.72,91575.69,267531.4,585351.77,31.0,4934.99,Atlanta,Conventional,2016
292232.77,166131.16,80.12,0.68,5/15/2016,169317.09,126898.8,296862.48,755306.53,32.0,646.59,Atlanta,Conventional,2016
199995.47,159036.97,253.52,0.81,5/8/2016,206444.51,77087.9,284413.81,643699.77,33.0,881.4,Atlanta,Conventional,2016
241665.17,211776.98,54.42,0.77,5/1/2016,217337.59,64801.33,282138.92,735635.49,34.0,0.0,Atlanta,Conventional,2016
233878.1,189043.44,67.42,0.79,4/24/2016,158919.6,71926.92,231029.85,654018.81,35.0,183.33,Atlanta,Conventional,2016
190569.75,124409.16,106.39,0.89,4/17/2016,130217.81,66461.65,197262.72,512348.02,36.0,583.26,Atlanta,Conventional,2016
258662.26,141605.69,432.5,0.83,4/10/2016,119037.82,69497.05,189301.37,590001.82,37.0,766.5,Atlanta,Conventional,2016
253540.83,69327.44,1349.18,1.03,4/3/2016,36611.39,62657.11,99268.5,423485.95,38.0,0.0,Atlanta,Conventional,2016
286918.4,59289.93,1320.02,0.98,3/27/2016,32268.42,78824.96,111106.99,458635.34,39.0,13.61,Atlanta,Conventional,2016
323216.82,61127.51,1727.11,0.98,3/20/2016,34551.03,75568.52,110119.55,496190.99,40.0,0.0,Atlanta,Conventional,2016
